,carid,pushDate,pushPrice,updatePriceTimeJson,展销时间,品牌 id,车系 id,车型 id,里程,车辆颜色,车辆所在城市 id,国标码,过户次数,载客人数,注册日期,上牌日期,国别,厂商类型,年款,排量,变速箱,燃油类型,新车价,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Feature_11,Feature_12,Feature_13,Feature_14,Feature_15,target,fday
405,52966,2021-10-16,10.98,"{'2021-10-16': 10.98, '2021-11-04': '10.65', '2021-11-15': '10.5'}",2021-11-15,8,39,9617,7.85,1,1,1,0,5,2016-11-01,2016-12-20,779412.0,2.0,2016.0,1.8,3,1,21.18,1.0,5,2,508.0,10,1,,2.0,5.0,2.0,1+2,4506*1809*1685,201602.0,2,,10.5,30
540,39981,2021-11-16,7.48,{'2021-11-16': 7.48},2021-11-16,17,637,7601,2.1,5,16,4,0,5,2019-12-01,2019-12-17,779413.0,1.0,2019.0,1.5,23,1,10.98,,5,2,115.0,19,1,,2.0,5.0,,1+2,4650*1860*1700,201907.0,2,,7.48,0
1809,60297,2021-11-09,19.5,"{'2021-11-09': 19.5, '2021-11-16': '19.3'}",2021-11-16,18,510,10657,10.98,5,1,2,1,5,2012-04-01,2012-12-27,779412.0,3.0,2011.0,3.0,3,1,89.8,1.0,16,2,311.0,20,2,2020-11-03,1.0,4.0,3.0,3+2,5212*1902*1478,201108.0,3,,19.3,7
1146,8773,2021-11-16,9.98,{'2021-11-16': 9.98},2021-11-16,6,188,2592,3.86,5,1,1,0,6,2019-10-01,2020-01-14,779413.0,1.0,2019.0,1.5,7,1,14.88,1.0,14,2,207.0,6,6,,2.0,5.0,,1+2,4706*1909*1690,201903.0,1,,9.98,0
1274,2370,2021-11-16,6.08,{'2021-11-16': 6.08},2021-11-16,5,159,1470,2.5,1,31,4,0,5,2019-03-01,2019-08-09,779416.0,2.0,2019.0,1.3,3,1,13.59,1.0,2,2,,5,2,,2.0,4.0,,1,4609*1798*1486,201812.0,1,,6.08,0
1603,36263,2021-11-16,3.6,{'2021-11-16': 3.6},2021-11-16,33,120,1239,8.31,5,1,2,1,5,2012-06-01,2012-07-10,779414.0,2.0,2011.0,2.0,17,1,15.59,1.0,2,2,,35,2,2021-09-07,1.0,4.0,3.0,1+2,4680*1815*1525,201105.0,1,,3.6,0
769,50587,2021-11-16,8.8,{'2021-11-16': 8.8},2021-11-16,44,249,9242,5.23,2,5,1,0,5,2017-07-01,2018-02-02,779416.0,2.0,2017.0,2.4,19,1,22.98,1.0,3,7,,46,1,,1.0,5.0,2.0,1+2,4649*1859*1686,,1,,8.8,0
1536,5421,2021-10-21,54.88,"{'2021-10-21': 54.88, '2021-10-23': '53.99', '2021-10-31': '53.68', '2021-11-16': '51.98'}",2021-11-16,27,379,1993,5.76,1,1,1,2,5,2015-03-01,2015-11-17,779411.0,3.0,2015.0,3.0,13,1,113.8,,11,2,,29,1,2021-09-24,4.0,5.0,2.0,3+2,4850*2073*1780,201501.0,2,,51.98,26
1983,39161,2021-11-17,14.99,{'2021-11-17': 14.99},2021-11-17,30,912,7467,1.41,1,24,4,0,5,2019-12-01,2020-07-30,,,2020.0,1.5,14,1,26.48,1.0,5,2,873.0,32,1,,,,,1+2,4425*1863*1652,201905.0,1,,14.99,0
1593,6159,2021-11-17,12.28,{'2021-11-17': 12.28},2021-11-17,8,108,2118,3.32,2,24,1,0,5,2018-05-01,2018-06-05,779412.0,2.0,2018.0,2.0,7,1,24.68,1.0,3,2,11.0,10,1,,2.0,5.0,,1+2,4712*1839*1673,201801.0,1,,12.28,0
1565,50984,2021-09-29,9.8,"{'2021-09-29': 9.8, '2021-10-08': '9.58', '2021-11-10': '8.78', '2021-11-17': '8'}",2021-11-17,30,283,9326,9.32,6,1,2,0,5,2014-03-01,2014-07-21,779418.0,3.0,2014.0,2.0,3,1,27.99,1.0,2,2,,68,3,,2.0,5.0,2.0,1+2,4369*1802*1445,201309.0,1,,8.0,49
892,30553,2021-11-17,7.8,{'2021-11-17': 7.8},2021-11-17,12,129,6106,0.83,1,19,4,0,5,2020-12-01,2021-02-01,779415.0,2.0,2019.0,1.0,11,1,11.98,1.0,2,2,819.0,16,2,,2.0,4.0,,1+2,4756*1804*1509,201907.0,1,,7.8,0
913,5832,2021-10-24,3.6,"{'2021-10-24': 3.6, '2021-10-28': '3.4', '2021-11-03': '3.36', '2021-11-17': '3.15'}",2021-11-17,8,219,942,10.01,5,19,2,0,5,2011-03-01,2011-03-24,779412.0,2.0,2011.0,1.6,3,1,12.48,1.0,2,2,,10,2,,1.0,4.0,3.0,1,4608*1743*1465,201008.0,1,,3.15,24
85,16571,2021-11-18,6.3,{'2021-11-18': 6.3},2021-11-18,8,219,3815,10.64,1,1,2,0,5,2013-12-01,2014-01-07,779412.0,2.0,,1.4,16,1,14.79,1.0,2,2,,10,2,,2.0,4.0,3.0,1,4605*1765*1460,201310.0,1,,6.3,0
1727,19455,2021-07-14,17.3,"{'2021-07-14': 17.3, '2021-07-21': '17.08', '2021-08-11': '16.98', '2021-11-08': '16.68', '2021-11-18': '16.67'}",2021-11-18,55,229,804,6.27,1,1,1,1,5,2015-07-01,2015-09-15,779415.0,2.0,2015.0,2.0,15,1,34.98,,6,2,176.0,70,2,2020-05-15,2.0,4.0,2.0,3+2,4852*1823*1456,201411.0,1,,16.67,127
871,66061,2021-11-18,10.5,{'2021-11-18': 10.5},2021-11-18,12,92,332,12.07,2,1,1,0,5,2013-12-01,2014-04-11,779415.0,2.0,2014.0,2.0,11,1,20.68,1.0,6,2,,16,2,2021-10-27,1.0,4.0,3.0,1+2,4930*1845*1470,201309.0,1,,10.5,0
1443,65494,2021-10-29,6.4,"{'2021-10-29': 6.4, '2021-11-03': '6.3', '2021-11-18': '6.29'}",2021-11-18,28,78,1022,1.84,1,1,1,0,5,2016-03-01,2016-06-02,779419.0,2.0,2016.0,1.6,3,1,11.88,1.0,2,2,63.0,30,2,,1.0,4.0,3.0,1+2,4600*1780*1445,201604.0,1,,6.29,20
172,53523,2021-10-23,25.68,"{'2021-10-23': 25.68, '2021-10-25': '24.5', '2021-10-31': '23.95', '2021-11-15': '23.5', '2021-11-17': '23', '2021-11-18': '22'}",2021-11-18,11,320,9709,9.82,1,1,1,0,5,2017-05-01,2017-09-19,779412.0,3.0,2017.0,2.0,7,1,36.98,1.0,6,2,248.0,39,4,,2.0,5.0,3.0,1+2,4760*1843*1386,201706.0,1,,22.0,26
810,61048,2021-11-12,15.0,"{'2021-11-12': 15.0, '2021-11-18': '13.98'}",2021-11-18,17,592,10780,11.13,2,19,1,0,7,2018-07-01,2018-08-30,779413.0,1.0,2018.0,2.0,23,2,25.99,1.0,3,2,325.0,19,1,,2.0,5.0,,1+2,4870*1950*1725,201806.0,1,,13.98,6
636,16769,2021-11-18,14.5,{'2021-11-18': 14.5},2021-11-18,8,101,716,7.72,2,1,1,0,5,2017-07-01,2017-09-22,779412.0,2.0,,1.8,7,1,23.49,1.0,6,2,106.0,8,2,,2.0,4.0,3.0,1+2,4866*1832*1464,201607.0,2,,14.5,0
798,44487,2021-11-03,23.98,"{'2021-11-03': 23.98, '2021-11-13': '22.98', '2021-11-17': '21.98', '2021-11-18': '22.58'}",2021-11-18,30,61,8301,0.37,1,1,4,0,5,2021-06-01,2021-07-22,,,2022.0,2.0,14,1,30.69,1.0,6,2,906.0,32,2,,,,,1+2,4761*1850*1437,202106.0,2,,22.58,15
289,31499,2021-07-12,9.5,"{'2021-07-12': 9.5, '2021-07-13': '9.4', '2021-07-14': '9.3', '2021-07-29': '9.2', '2021-09-01': '9.1', '2021-09-19': '9', '2021-11-18': '8.9'}",2021-11-18,8,14,6258,6.18,1,3,1,0,5,2016-10-01,2016-11-30,779412.0,2.0,2017.0,1.4,16,1,17.08,1.0,2,2,,8,2,,2.0,4.0,3.0,1+2,4655*1780*1453,201609.0,2,,8.9,129
1996,21394,2021-10-20,7.88,"{'2021-10-20': 7.88, '2021-10-26': '7.86', '2021-10-28': '7.68', '2021-11-09': '7.6', '2021-11-18': '7.18'}",2021-11-18,23,55,63,4.54,1,2,1,0,5,2018-08-01,2018-11-21,779419.0,2.0,2016.0,1.6,3,1,11.98,1.0,2,2,,25,2,,1.0,4.0,3.0,1+2,4610*1800*1450,201603.0,1,,7.18,29
719,8026,2021-11-07,2.88,"{'2021-11-07': 2.88, '2021-11-13': '2.3', '2021-11-16': '2.1', '2021-11-18': '1.8'}",2021-11-18,26,435,2474,11.95,2,19,2,0,5,2009-02-01,2009-04-20,779413.0,1.0,2009.0,1.8,22,1,23.08,1.0,6,2,164.0,22,2,,2.0,4.0,3.0,1+2,4865*1765*1422,200902.0,2,,1.8,11
220,35550,2021-11-15,15.38,"{'2021-11-15': 15.38, '2021-11-19': '14.88'}",2021-11-19,33,212,320,4.85,1,1,1,0,7,2017-09-01,2018-02-09,779414.0,2.0,2017.0,1.8,3,1,27.97,1.0,3,2,,35,1,,2.0,5.0,2.0,1+2,4670*1855*1655,201706.0,1,,14.88,4
1732,69179,2021-11-14,5.5,"{'2021-11-14': 5.5, '2021-11-19': '5.98'}",2021-11-19,18,289,11968,17.1,3,12,2,0,5,2008-04-01,2008-08-22,,,2008.0,2.5,3,1,53.9,1.0,3,2,607.0,20,1,,,,,1+2,4569*1853*1674,200807.0,1,2036-11-14,5.98,5
1453,61416,2021-11-19,0.88,{'2021-11-19': 0.88},2021-11-19,10,914,10819,6.5,4,3,2,0,5,2010-05-01,2010-07-16,779413.0,1.0,2009.0,1.3,1,1,5.68,1.0,4,2,499.0,11,3,,1.0,5.0,2.0,,3700*1578*1564,200907.0,1,,0.88,0
1507,67083,2021-11-19,8.5,{'2021-11-19': 8.5},2021-11-19,49,158,11679,9.51,2,1,1,0,7,2014-10-01,2015-10-14,779416.0,3.0,2013.0,2.4,3,1,29.19,1.0,3,2,,53,1,,1.0,5.0,2.0,1+2,4910*1878*1751,201301.0,1,,8.5,0
1236,11296,2021-11-19,17.8,{'2021-11-19': 17.8},2021-11-19,20,27,2977,9.52,2,24,1,0,5,2015-05-01,2015-07-23,779412.0,3.0,2015.0,2.0,15,1,42.8,1.0,3,2,270.0,21,1,,2.0,5.0,2.0,3+2,4556*1840*1689,201411.0,1,,17.8,0
999,15786,2021-11-20,6.0,{'2021-11-20': 6.0},2021-11-20,66,268,3706,10.81,5,1,2,0,5,2011-10-01,2012-01-04,779416.0,3.0,2012.0,3.0,3,1,46.98,,3,2,,77,1,,1.0,5.0,2.0,1+2,4851*1910*1663,201109.0,1,,6.0,0
480,45653,2021-11-05,35.8,"{'2021-11-05': 35.8, '2021-11-20': '33.8'}",2021-11-20,27,382,8499,14.82,2,1,2,0,5,2013-06-01,2013-09-02,779411.0,3.0,2013.0,5.0,3,1,105.8,1.0,11,2,,29,1,,1.0,5.0,2.0,1+2,4829*2176*1887,201211.0,1,,33.8,15
1234,22926,2021-08-13,2.7,"{'2021-08-13': 2.7, '2021-09-08': '2.58', '2021-10-20': '2.46', '2021-10-26': '2.4', '2021-11-20': '2.3599'}",2021-11-20,10,780,4941,9.65,1,9,2,2,5,2013-03-01,2013-05-13,779413.0,1.0,2012.0,1.6,6,1,9.78,1.0,1,2,440.0,11,1,2021-05-28,1.0,5.0,2.0,1,4390*1765*1705,201203.0,1,,2.3599,99
1522,17136,2021-11-08,13.58,"{'2021-11-08': 13.58, '2021-11-20': '13.18'}",2021-11-20,8,101,3925,16.35,2,1,1,0,5,2017-11-01,2018-01-19,779412.0,2.0,2018.0,1.8,7,1,23.49,1.0,6,2,106.0,8,2,,2.0,4.0,3.0,1+2,4866*1832*1464,201709.0,1,,13.18,12
257,17647,2021-10-21,4.8,"{'2021-10-21': 4.8, '2021-11-20': '4.38'}",2021-11-20,3,210,780,2.89,5,1,2,0,5,2010-08-01,2010-09-20,779416.0,2.0,2010.0,2.3,3,1,17.98,1.0,6,2,276.0,3,2,,1.0,4.0,3.0,1+2,4854*1886*1495,200911.0,1,,4.38,30
1571,21821,2021-11-20,18.98,{'2021-11-20': 18.98},2021-11-20,66,704,4761,2.08,5,14,4,0,5,2019-01-01,2019-07-09,779416.0,2.0,2018.0,2.0,19,1,28.97,1.0,5,2,172.0,75,1,,2.0,5.0,,1+2,4600*1881*1627,201812.0,2,,18.98,0
1852,52327,2021-11-08,11.6,"{'2021-11-08': 11.6, '2021-11-12': '11.1', '2021-11-17': '10.8', '2021-11-20': '10.9799'}",2021-11-20,8,39,9550,5.4,1,19,1,0,5,2015-10-01,2015-12-23,779412.0,2.0,2015.0,2.0,3,1,29.18,,5,2,,10,1,,2.0,5.0,2.0,1+2,4506*1809*1685,201407.0,2,,10.9799,12
342,11268,2021-10-27,33.8,"{'2021-10-27': 33.8, '2021-11-20': '33.18'}",2021-11-20,20,572,2965,6.78,2,1,4,0,7,2019-10-01,2020-01-02,779412.0,2.0,2018.0,2.0,15,1,34.18,1.0,10,2,91.0,69,6,,2.0,5.0,,1+2,5370*1928*1880,201905.0,1,,33.18,24
157,60495,2021-11-20,4.5,{'2021-11-20': 4.5},2021-11-20,23,198,10692,17.54,2,1,2,1,5,2014-12-01,2014-12-19,779419.0,2.0,2014.0,2.0,3,1,19.89,1.0,6,2,,25,2,2018-03-09,1.0,4.0,3.0,1+2,4820*1835*1475,201405.0,1,,4.5,0
543,29488,2021-11-20,17.98,{'2021-11-20': 17.98},2021-11-20,5,31,5957,6.02,3,1,1,0,7,2017-06-01,2017-07-18,779416.0,2.0,2017.0,2.5,3,1,26.99,1.0,10,2,,5,6,,1.0,5.0,2.0,1+2,5256*1878*1776,201702.0,1,,17.98,0
1592,60741,2021-11-21,7.28,{'2021-11-21': 7.28},2021-11-21,23,68,10745,1.26,1,1,4,0,5,2020-11-01,2021-01-22,,,2020.0,1.6,3,1,8.49,1.0,2,2,697.0,25,2,,,,,1,4510*1765*1470,202007.0,1,,7.28,0
231,32159,2021-11-21,7.6,{'2021-11-21': 7.6},2021-11-21,11,63,6374,12.78,2,1,2,0,5,2010-03-01,2010-04-06,779412.0,2.0,2010.0,2.0,2,1,32.99,1.0,6,2,,12,2,,2.0,4.0,3.0,1+2,4763*1826*1426,200908.0,1,,7.6,0
293,66864,2021-11-16,18.0,"{'2021-11-16': 18.0, '2021-11-21': '16.3'}",2021-11-21,11,238,958,8.58,2,24,1,0,5,2014-12-01,2015-02-27,779412.0,2.0,2015.0,2.0,13,1,38.76,1.0,3,2,,12,1,,2.0,5.0,2.0,1+2,4629*1898*1655,201412.0,1,,16.3,5
290,31265,2021-10-26,14.28,"{'2021-10-26': 14.28, '2021-11-21': '12.8'}",2021-11-21,54,453,6226,2.18,1,24,4,0,7,2020-07-01,2020-10-15,779415.0,2.0,2020.0,2.0,5,1,17.68,1.0,5,2,369.0,83,1,,1.0,5.0,,1+2,4705*1810*1710,202005.0,1,,12.8,26
780,19493,2021-11-11,11.5,"{'2021-11-11': 11.5, '2021-11-21': '11.3'}",2021-11-21,6,659,4359,1.75,2,17,4,0,5,2019-08-01,2019-09-29,779413.0,1.0,2019.0,2.0,13,1,16.58,1.0,5,2,615.0,6,8,,2.0,5.0,,1+2,4605*1878*1643,201905.0,2,,11.3,10
642,39701,2021-11-02,5.6,"{'2021-11-02': 5.6, '2021-11-21': '4.9'}",2021-11-21,8,208,7544,6.31,2,24,2,0,5,2011-06-01,2011-11-15,779412.0,2.0,2011.0,1.4,16,1,16.68,1.0,2,2,,8,3,,2.0,5.0,2.0,1+2,4199*1786*1479,201009.0,1,,4.9,19
391,46580,2021-10-19,75.8,"{'2021-10-19': 75.8, '2021-10-25': '74.6', '2021-11-13': '72.6', '2021-11-21': '73.8'}",2021-11-21,55,1124,8627,4.36,1,1,1,0,7,2017-06-01,2018-09-05,779415.0,3.0,2016.0,5.6,15,1,113.8,,15,2,918.0,61,1,,1.0,5.0,2.0,3+2,5303*2030*1927,201605.0,1,,73.8,33
731,51351,2021-11-15,10.8,"{'2021-11-15': 10.8, '2021-11-21': '10.98'}",2021-11-21,8,101,9403,10.25,2,12,1,0,5,2016-09-01,2016-12-07,779412.0,2.0,2017.0,1.4,16,1,20.99,1.0,6,2,119.0,8,2,,2.0,4.0,3.0,1+2,4866*1832*1464,201607.0,1,2041-11-15,10.98,6
1449,58203,2021-11-11,11.3,"{'2021-11-11': 11.3, '2021-11-21': '10.88'}",2021-11-21,5,31,34,6.62,6,1,1,0,7,2016-01-01,2016-03-18,779416.0,2.0,2014.0,2.4,3,1,20.9,1.0,10,2,,5,6,,1.0,5.0,2.0,1,5213*1847*1750,201312.0,1,,10.88,10
1441,8596,2021-11-21,38.6,{'2021-11-21': 38.6},2021-11-21,42,714,2563,15.94,2,19,2,0,4,2013-04-01,2013-08-09,779412.0,3.0,2013.0,3.6,7,1,120.3,1.0,16,2,,43,4,,1.0,5.0,2.0,"1+2,4+2",4970*1931*1418,201301.0,2,,38.6,0
881,45287,2021-11-02,6.9,"{'2021-11-02': 6.9, '2021-11-21': '6.2'}",2021-11-21,2,82,8440,15.07,2,24,2,0,5,2011-09-01,2011-10-26,779415.0,2.0,2011.0,2.0,4,1,19.38,1.0,6,2,156.0,24,2,,1.0,4.0,3.0,1+2,4825*1820*1485,201104.0,1,,6.2,19
296,7708,2021-11-04,8.6,"{'2021-11-04': 8.6, '2021-11-21': '8.2'}",2021-11-21,8,101,1292,8.99,2,24,1,0,5,2014-04-01,2014-06-06,779412.0,2.0,2013.0,1.8,16,1,21.98,1.0,6,2,,8,2,,2.0,4.0,3.0,1+2,4865*1820*1475,201306.0,1,,8.2,17
1319,67282,2021-10-08,44.5,"{'2021-10-08': 44.5, '2021-10-12': '43.6', '2021-10-30': '43.5', '2021-11-09': '42.5', '2021-11-21': '42.3'}",2021-11-21,2,161,11726,9.31,1,1,1,2,7,2015-09-01,2015-11-24,779415.0,2.0,2016.0,3.5,3,1,55.13,1.0,11,2,117.0,2,1,2016-08-26,1.0,5.0,2.0,1+2,4780*1885*1890,201509.0,1,,42.3,44
202,73138,2021-11-10,28.08,"{'2021-11-10': 28.08, '2021-11-21': '23.5'}",2021-11-21,30,143,12578,4.98,2,24,4,0,5,2020-01-01,2020-04-02,779418.0,2.0,2020.0,2.0,13,1,39.09,1.0,3,2,177.0,32,1,,2.0,5.0,,1+2,4688*1902*1658,201908.0,1,,23.5,11
944,32844,2021-11-21,7.5,{'2021-11-21': 7.5},2021-11-21,8,83,6511,14.06,1,19,2,1,4,2011-05-01,2011-06-27,779412.0,2.0,2011.0,2.0,23,1,30.08,1.0,6,2,,8,2,2020-08-10,2.0,4.0,3.0,1+2,4799*1855*1417,201104.0,1,,7.5,0
909,26703,2021-11-11,21.38,"{'2021-11-11': 21.38, '2021-11-12': '22', '2021-11-21': '21.98'}",2021-11-21,66,610,5499,7.22,2,19,1,0,5,2017-10-01,2017-10-26,779416.0,2.0,2017.0,2.0,13,1,48.99,1.0,8,2,474.0,75,2,,2.0,4.0,3.0,3+2,5179*1879*1492,201704.0,1,,21.98,10
1244,31205,2021-10-07,2.46,"{'2021-10-07': 2.46, '2021-10-23': '2.3599', '2021-10-28': '1.99', '2021-10-29': '1.82', '2021-10-30': '1.78', '2021-11-04': '1.8', '2021-11-07': '1.68', '2021-11-10': '1.6', '2021-11-21': '1.58'}",2021-11-21,10,596,6209,13.3,2,17,2,0,5,2012-04-01,2012-08-27,779413.0,1.0,2012.0,1.8,11,1,7.88,1.0,2,2,470.0,11,2,,1.0,4.0,3.0,1,4580*1760*1483,201210.0,2,,1.58,45
692,37913,2021-11-16,7.8,"{'2021-11-16': 7.8, '2021-11-17': '6.8', '2021-11-21': '6.6'}",2021-11-21,8,560,7245,9.45,3,1,2,0,5,2009-05-01,2009-10-14,779412.0,3.0,2009.0,2.0,3,1,34.0,1.0,5,2,,58,1,,2.0,5.0,2.0,1+2,4457*1809*1686,200903.0,1,,6.6,5
1252,68408,2021-11-22,9.38,{'2021-11-22': 9.38},2021-11-22,8,14,248,7.17,1,19,1,2,5,2018-06-01,2018-08-08,779412.0,2.0,2018.0,1.4,16,1,16.88,1.0,2,7,119.0,8,2,2020-11-03,2.0,4.0,3.0,1+2,4655*1780*1453,201710.0,1,,9.38,0
512,48433,2021-11-13,10.68,"{'2021-11-13': 10.68, '2021-11-17': '10', '2021-11-22': '9.38'}",2021-11-22,8,83,8924,10.83,1,19,2,0,5,2013-09-01,2014-05-28,779412.0,2.0,2013.0,1.8,16,1,26.88,1.0,6,2,,8,2,,2.0,4.0,3.0,1+2,4812*1855*1417,201306.0,2,,9.38,9
1155,25694,2021-09-05,37.98,"{'2021-09-05': 37.98, '2021-09-18': '38.6', '2021-11-04': '37.58', '2021-11-22': '36'}",2021-11-22,42,396,947,7.84,5,1,1,0,5,2015-04-01,2015-07-13,779412.0,3.0,2014.0,2.0,7,1,55.8,1.0,3,2,,43,1,,2.0,5.0,2.0,"1+2,4+2",4681*1923*1624,201404.0,2,,36.0,78
1193,48466,2021-11-22,6.3,{'2021-11-22': 6.3},2021-11-22,3,137,8933,4.99,1,1,1,0,5,2016-12-01,2017-03-06,779416.0,2.0,2017.0,1.6,10,1,13.88,1.0,2,2,,3,2,,1.0,4.0,3.0,1+2,4534*1823*1483,201608.0,2,,6.3,0
1841,49810,2021-11-15,9.0,"{'2021-11-15': 9.0, '2021-11-22': '9.5'}",2021-11-22,11,186,9124,6.32,4,5,1,0,5,2014-12-01,2015-05-11,779412.0,2.0,2014.0,1.4,16,1,20.59,1.0,2,2,,12,2,,2.0,4.0,3.0,1+2,4462*1796*1421,201409.0,2,,9.5,7
912,39716,2021-10-18,29.58,"{'2021-10-18': 29.58, '2021-11-16': '29.28', '2021-11-23': '28.9'}",2021-11-23,18,132,561,10.7,4,1,2,1,4,2013-07-01,2014-06-24,779412.0,3.0,2013.0,3.0,13,1,106.3,1.0,11,2,86.0,20,8,2021-07-29,2.0,5.0,2.0,3+2,4880*1983*1709,201305.0,1,,28.9,36
953,2407,2021-11-23,8.49,{'2021-11-23': 8.49},2021-11-23,5,31,1161,8.83,3,1,1,0,7,2015-01-01,2015-04-08,779416.0,2.0,2014.0,2.4,3,1,22.8,,10,2,,5,6,,1.0,5.0,2.0,1,5213*1847*1750,201312.0,1,,8.49,0
655,30520,2021-11-19,6.0,"{'2021-11-19': 6.0, '2021-11-20': '5.5', '2021-11-22': '5.18', '2021-11-23': '4.8'}",2021-11-23,30,640,6110,17.6,6,1,2,1,7,2007-03-01,2008-01-24,779418.0,3.0,2007.0,2.5,21,1,70.8,1.0,11,2,783.0,68,1,2017-11-19,2.0,5.0,2.0,1+2,4807*1898*1784,,1,,4.8,4
536,28057,2021-11-11,10.8,"{'2021-11-11': 10.8, '2021-11-23': '7.88'}",2021-11-23,22,989,5735,1.87,1,19,1,0,5,2019-01-01,2019-07-03,779413.0,2.0,2018.0,1.0,18,2,16.98,1.0,2,2,801.0,22,4,,2.0,5.0,,1+2,4695*1848*1458,201804.0,1,,7.88,12
301,52042,2021-11-23,9.98,{'2021-11-23': 9.98},2021-11-23,17,592,9511,3.8,1,17,1,0,7,2018-03-01,2018-08-20,779413.0,1.0,2017.0,2.0,23,2,29.99,1.0,3,2,325.0,19,1,,2.0,5.0,2.0,3+2,4815*1875*1725,201702.0,2,,9.98,0
311,73276,2021-11-19,4.18,"{'2021-11-19': 4.18, '2021-11-20': '3.18', '2021-11-23': '3.08'}",2021-11-23,3,137,622,13.83,1,1,2,0,5,2011-06-01,2011-08-31,779416.0,2.0,2011.0,1.8,17,1,12.78,1.0,2,2,125.0,3,3,,1.0,5.0,2.0,1+2,4342*1840*1500,201006.0,1,,3.08,4
1924,4494,2021-11-13,4.5,"{'2021-11-13': 4.5, '2021-11-23': '4.38'}",2021-11-23,8,171,1842,8.11,1,1,2,0,5,2014-07-01,2014-08-07,779412.0,2.0,2015.0,1.6,9,1,9.99,1.0,2,2,,10,2,,1.0,4.0,3.0,1,4473*1706*1469,201408.0,1,,4.38,10
1733,8623,2021-11-23,10.3,{'2021-11-23': 10.3},2021-11-23,8,11,2553,8.72,2,1,2,1,5,2014-05-01,2014-06-23,779412.0,2.0,2014.0,2.0,23,1,25.48,1.0,6,2,,10,2,2021-11-12,2.0,4.0,3.0,1+2,4870*1834*1472,201402.0,1,,10.3,0
1743,12391,2021-11-24,12.8,{'2021-11-24': 12.8},2021-11-24,18,175,3190,10.65,5,1,2,1,5,2011-09-01,2011-10-19,779412.0,2.0,2011.0,2.5,13,1,44.96,1.0,8,2,262.0,23,2,2020-12-19,1.0,4.0,3.0,3+2,5039*1860*1471,201010.0,3,,12.8,0
350,14116,2021-11-19,16.9,"{'2021-11-19': 16.9, '2021-11-24': '16.8'}",2021-11-24,18,33,3441,11.44,1,5,1,1,5,2014-04-01,2014-07-09,779412.0,2.0,2014.0,2.0,13,1,46.48,1.0,6,2,34.0,23,2,2021-10-14,2.0,4.0,3.0,1+2,4734*1811*1455,201310.0,1,,16.8,5
1022,57071,2021-11-24,23.78,{'2021-11-24': 23.78},2021-11-24,11,445,10242,11.98,2,1,2,0,5,2013-03-01,2013-08-12,779412.0,3.0,2014.0,3.0,13,1,97.18,,11,2,,39,1,,4.0,5.0,2.0,3+2,5107*1992*1731,201304.0,2,,23.78,0
1801,55267,2021-11-24,24.9,{'2021-11-24': 24.9},2021-11-24,5,31,9985,6.51,5,1,1,0,7,2018-03-01,2018-05-10,779416.0,2.0,2017.0,2.0,3,1,36.99,1.0,10,2,,5,6,,2.0,5.0,2.0,1+2,5203*1878*1805,201611.0,1,,24.9,0
1635,61844,2021-11-25,7.98,{'2021-11-25': 7.98},2021-11-25,18,33,10877,11.0,5,1,2,0,5,2011-01-01,2011-04-14,779412.0,2.0,2011.0,2.0,3,1,29.6,1.0,6,2,79.0,23,2,,1.0,4.0,3.0,1+2,4531*1817*1421,201011.0,2,,7.98,0
1106,10166,2021-11-24,10.5,"{'2021-11-24': 10.5, '2021-11-25': '12'}",2021-11-25,47,463,2799,7.74,2,9,1,1,5,2017-01-01,2017-06-06,779414.0,2.0,2017.0,1.8,3,1,23.99,1.0,6,2,,51,2,2020-09-21,2.0,4.0,3.0,1+2,4980*1858*1475,201610.0,1,,12.0,1
1961,8685,2021-11-25,2.96,{'2021-11-25': 2.96},2021-11-25,23,156,2575,7.36,1,15,2,0,5,2015-04-01,2015-07-21,779419.0,2.0,2014.0,1.4,6,1,7.89,1.0,4,2,116.0,25,2,,1.0,4.0,3.0,1,4375*1700*1460,201403.0,1,,2.96,0
907,61635,2021-11-21,10.68,"{'2021-11-21': 10.68, '2021-11-25': '9.98'}",2021-11-25,11,63,10860,9.63,1,1,2,0,5,2011-10-01,2011-11-18,779412.0,2.0,2012.0,2.0,2,1,32.99,1.0,6,2,,12,2,,2.0,4.0,3.0,1+2,4763*1826*1426,201108.0,1,,9.98,4
904,7997,2021-11-17,3.2,"{'2021-11-17': 3.2, '2021-11-25': '3.0'}",2021-11-25,64,250,2469,4.16,1,5,1,0,5,2017-04-01,2017-06-12,779413.0,1.0,2017.0,1.5,12,1,6.28,1.0,1,2,192.0,73,1,,1.0,5.0,2.0,1,4345*1765*1640,201609.0,2,,3.0,8
1514,73763,2021-11-25,5.4,{'2021-11-25': 5.4},2021-11-25,5,67,12650,4.12,5,3,2,1,5,2012-07-01,2012-08-01,779416.0,2.0,2012.0,2.0,3,1,18.59,1.0,6,2,53.0,5,2,2020-11-25,1.0,4.0,3.0,1+2,4830*1856*1484,201202.0,2,,5.4,0
